class,label,concept
water lily,1,color is also associated with spirituality and enlightenment
water lily,1,color is also incredibly calming and soothing
water lily,1,color is perfect for any summer garden
water lily,1,color is said to represent purity and innocence
water lily,1,color is usually white
water lily,1,color pink is associated with love and compassion
water lily,1,color represents new beginnings
water lily,1,composed of many petals
water lily,1,considered a lucky flower
water lily,1,contain the seeds of the plant
water lily,1,cultivated for centuries
water lily,1,curve inward slightly at the tips
water lily,1,curve inward to form the shape of the cup
water lily,1,curved down
water lily,1,deep and inviting color
water lily,1,delicate
water lily,1,delicate aroma that is pleasant to smell
water lily,1,delicate color reminds us of that
water lily,1,depicted in artworks of ponds and waterfall
water lily,1,diameter of about 3 inches
water lily,1,die
water lily,1,each one a delicate and soft hue
water lily,1,easy to care for
water lily,1,edges curved down
water lily,1,embodies that
water lily,1,enjoyed by all
water lily,1,enjoyed by many
water lily,1,enjoyed by people all over the world
water lily,1,everyone should see at least once in their lifetime
water lily,1,favorite flower of the fairies
water lily,1,favorite of bees and other pollinators
water lily,1,favorite of many gardeners
water lily,1,featured in works by many famous artists and writers
water lily,1,fertility and new beginnings
water lily,1,float on the surface of the water
water lily,1,floating on the surface of the water
water lily,1,floats on the surface of the water
water lily,1,floats on the surface of water
water lily,1,flower flower is said to bring good luck and fortune
water lily,1,flower is often associated with the goddess isis
water lily,1,flower is sure to bring beauty and elegance to any setting
water lily,1,flower is usually white or pale pink
water lily,1,flower is very special
water lily,1,flower is white or pale pink in color
water lily,1,flowers float on the surface of the water
water lily,1,flowers grow on a stem that emerges from the center of the lily pad
water lily,1,flowers have a sweet fragrance
water lily,1,flowers last for about 3-5 days
water lily,1,flowers last for about a week
water lily,1,"found in europe, asia, and africa"
water lily,1,found in many different parts of the world
water lily,1,found in many ponds and lakes
water lily,1,found in ponds and lakes
water lily,1,found in ponds and other bodies of water
water lily,1,found in ponds or other bodies of water
water lily,1,fruits are black
water lily,1,given as a gift as a gift
water lily,1,green
water lily,1,green in color
water lily,1,grows in mud at the bottom of the water
water lily,1,grows in ponds and lakes
water lily,1,grows in ponds and marshes
water lily,1,grows in stagnant water
water lily,1,grows in water
water lily,1,grows on a long stem that is attached to a large green leaf
water lily,1,grows up to six feet in height
water lily,1,handled with care
water lily,1,has a large petal that surrounds a small center
water lily,1,"has a large, round petal that opens to reveal a"
water lily,1,has a lot of petals that are spread out
water lily,1,has a sweet fragrance that is often used in perfumes
water lily,1,has a unique shape
water lily,1,has a white petal and a yellow center
water lily,1,has a yellow center
water lily,1,has many small stamens
water lily,1,"has many small, stamens"
water lily,1,hollow
water lily,1,important flower in many cultures
water lily,1,important part of many cultures
water lily,1,important part of many cultures and religions
water lily,1,important part of the ecosystem
water lily,1,important symbol in many cultures
water lily,1,includes over 50 species of water
water lily,1,introduced to other parts of the world
water lily,1,it is a color that brings a sense of peace and tranquility
water lily,1,known as the flower flower
water lily,1,known to attract bees and butterflies
water lily,1,large
water lily,1,large and green
water lily,1,large leaves
water lily,1,"large, beautiful petals that are white or pink in color"
water lily,1,"large, cup-shaped bloom"
water lily,1,"large, green leaves that float on the surface of the water"
water lily,1,"large, round leaves that are green in color"
water lily,1,"large, round petal"
water lily,1,"large, round petal that is typically white or yellow"
water lily,1,"large, round petal that is white or pink in color"
water lily,1,"large, round petals"
water lily,1,"large, round petals that are white or pink in color"
water lily,1,"large, round, and flat"
water lily,1,"large, white petal"
water lily,1,larger
water lily,1,leaves are a dark green color
water lily,1,leaves are large and round
water lily,1,leaves extending upward
water lily,1,leaves of the flower are a deep green color
water lily,1,leaves of the flower are large and round
water lily,1,"light, refreshing fragrance"
water lily,1,lily pads float
water lily,1,long stem
water lily,1,long stem that extends down into the water
water lily,1,long stem that helps it to float in water
water lily,1,long stem that is attached to a large leaf
water lily,1,long stem that is attached to a large leaves
water lily,1,long stem that is rooted in the mud at the bottom of a pond or
water lily,1,"long, slender leaves that are green in color"
water lily,1,look like they are made of porcelain
water lily,1,look like they would be soft to the touch
water lily,1,lotus-like shape with a large center and a small base
water lily,1,loved by many
water lily,1,male reproductive organs of the
water lily,1,many colors
water lily,1,many small stamens that protrude from the center
