class,label,concept
actinic keratoses,0,"small, scaly patch on the skin"
actinic keratoses,0,"small, scaly patches on the skin"
actinic keratoses,0,"small, scaly patches that can appear on the skin"
actinic keratoses,0,"small, scaly, and slightly raised patches on the skin"
actinic keratoses,0,smooth or rough
actinic keratoses,0,solitary or multiple
actinic keratoses,0,"some lesions may have a slightly darker pigment, while others may be lighter"
actinic keratoses,0,sometimes become cancerous
actinic keratoses,0,spend a lot of a lot of time outdoors
actinic keratoses,0,spend a lot of time outdoors without proper sun protection are also at increased risk
actinic keratoses,0,squamous cell carcinoma
actinic keratoses,0,sun-exposed areas of the skin
actinic keratoses,0,"sun-exposed areas of the skin, such as the"
actinic keratoses,0,surface is usually rough and scaly
actinic keratoses,0,"surface may be dry, rough, or scaly"
actinic keratoses,0,surface may be rough or crumbly
actinic keratoses,0,"surface may be smooth, scaly, or crusted"
actinic keratoses,0,surgery may be necessary to remove the skin lesions if they are
actinic keratoses,0,suspicious lesions
actinic keratoses,0,take years to develop
actinic keratoses,0,tender or painless
actinic keratoses,0,there is no variation in color within the lesion
actinic keratoses,0,they are typically within the same general color range
actinic keratoses,0,they may itch or burn
actinic keratoses,0,too much exposure to the sun
actinic keratoses,0,topical creams and ointments can help to improve the appearance
actinic keratoses,0,topical creams are applied to the skin
actinic keratoses,0,treated successfully if caught early
actinic keratoses,0,"treated with topical creams or gels, cryotherapy, or laser therapy"
actinic keratoses,0,"treated with topical medications, cryotherapy, or lasers"
actinic keratoses,0,"treatment can include creams, gels, or surgery"
actinic keratoses,0,"treatment can include topical creams, cryotherapy, and laser therapy"
actinic keratoses,0,"treatment includes topical creams, photodynamic therapy, cryotherapy, and surgery"
actinic keratoses,0,treatment involves removing the affected area of skin
actinic keratoses,0,treatment involves topical creams or freezing the lesions
actinic keratoses,0,"treatment may include topical creams, photodynamic therapy, or cryotherapy"
actinic keratoses,0,"treatment options include cryotherapy (freezing), topical chemotherapy, and topical reti"
actinic keratoses,0,"treatment options include cryotherapy, topical chemotherapy, and surgery"
actinic keratoses,0,"treatment options include cryotherapy, topical chemotherapy, topical retinoids, photo"
actinic keratoses,0,"treatment options include cryotherapy, topical creams and ointments, laser"
actinic keratoses,0,"treatment options include cryotherapy, topical creams or ointments, and"
actinic keratoses,0,"treatment options include cryotherapy, topical creams, and surgery"
actinic keratoses,0,"treatment options include freezing, burning, or removal by a dermatologist"
actinic keratoses,0,treatment options include topical creams
actinic keratoses,0,"treatment options include topical creams and gels, cryotherapy, and laser therapy"
actinic keratoses,0,"treatment options include topical creams and ointments, cryotherapy (free"
actinic keratoses,0,"treatment options include topical creams or gels, cryotherapy, and laser therapy"
actinic keratoses,0,"treatment options include topical creams or gels, cryotherapy, or laser therapy"
actinic keratoses,0,"treatment options include topical creams, cryotherapy, and laser surgery"
actinic keratoses,0,"treatment options include topical creams, cryotherapy, and laser therapy"
actinic keratoses,0,"treatment options include topical creams, cryotherapy, photodynamic therapy, and surgery"
actinic keratoses,0,"treatment options include topical creams, photodynamic therapy, and cryotherapy"
actinic keratoses,0,"treatment options include topical therapy, cryotherapy, or excision"
actinic keratoses,0,treatment that uses freezing temperatures to destroy the abnormal cells of skin lesions
actinic keratoses,0,treatment usually involves removing the lesions
actinic keratoses,0,turn into a cancerous lesion if left untreated
actinic keratoses,0,turn into skin cancer
actinic keratoses,0,turn into skin cancer if not treated
actinic keratoses,0,turn into squamous cell carcinomas
actinic keratoses,0,turn into squamous cell skin cancer
actinic keratoses,0,turn into squamous cell skin cancers
actinic keratoses,0,typically a light pink to red
actinic keratoses,0,"typically found on the face, scalp, neck, hands, and hands"
actinic keratoses,0,typically measure less than 1 cm in diameter
actinic keratoses,0,typically oval or round
actinic keratoses,0,uncomfortable
actinic keratoses,0,uniform across the entire lesion
actinic keratoses,0,uniform color throughout
actinic keratoses,0,uniform in color
actinic keratoses,0,uniform throughout the lesion
actinic keratoses,0,use sunscreen
actinic keratoses,0,used when cryotherapy is not effective
actinic keratoses,0,usually asymptomatic
actinic keratoses,0,usually benign
actinic keratoses,0,usually develop over the course of several years
actinic keratoses,0,usually don't cause any symptoms
actinic keratoses,0,usually effective
actinic keratoses,0,"usually found on the face, neck, hands, and hands"
actinic keratoses,0,"usually found on the face, scalp, ears, neck, chest, and hands"
actinic keratoses,0,"usually found on the face, scalp, neck, hands, and arms"
actinic keratoses,0,"usually found on the face, scalp, neck, hands, and hands"
actinic keratoses,0,"usually found on the face, scalp, neck, hands, or hands"
actinic keratoses,0,usually go away after treatment
actinic keratoses,0,usually harmless
actinic keratoses,0,usually less than 1 cm in diameter
actinic keratoses,0,usually less than 5mm in diameter
actinic keratoses,0,usually not painful
actinic keratoses,0,usually not painful or itchy
actinic keratoses,0,usually pale
actinic keratoses,0,"usually pink, red, or brown in color"
actinic keratoses,0,"usually pink, red, or tan"
actinic keratoses,0,"usually pink, red, or tan in color"
actinic keratoses,0,"usually pink, red, or white in color"
actinic keratoses,0,usually small
actinic keratoses,0,usually small in size
actinic keratoses,0,usually smaller than a quarter
actinic keratoses,0,"uv light is a type of radiation that comes from the sun, tanning beds, and"
actinic keratoses,0,vary in color from one lesion to the next
actinic keratoses,0,vary in size and color
actinic keratoses,0,vary in size from a few millimeters to a few centimeters
actinic keratoses,0,vary in size from a few millimeters to several centimeters
actinic keratoses,0,wear protective clothing
actinic keratoses,0,wear sunscreen with an spf of 30 or higher
actinic keratoses,0,wearing sunscreen and avoiding sun exposure can help prevent the condition
actinic keratoses,0,"white, brown, or black"
actinic keratoses,0,"white, yellow, or tan"
actinic keratoses,0,within the same general color range
actinic keratoses,0,"yellow, white, or light brown in color"
actinic keratoses,0,"yellow, white, or tan in color"
basal cell carcinoma,1,a type of skin cancer
basal cell carcinoma,1,a type of skin cancer that begins in the basal cells
basal cell carcinoma,1,a type of skin cancer that starts in the basal cells
basal cell carcinoma,1,"a type of skin cancer that typically appears as a small, pearly-white or"
basal cell carcinoma,1,about the size of a pea
basal cell carcinoma,1,accounting for about 80% of all skin cancer cases
basal cell carcinoma,1,aggressive
basal cell carcinoma,1,aggressive and difficult to treat if not caught early
basal cell carcinoma,1,aggressive and spread quickly
basal cell carcinoma,1,also appear as a sunken area on the skin with a crusted surface
basal cell carcinoma,1,"also appear as flat, scaly patches of skin or as open sores that"
basal cell carcinoma,1,"also occur on mucous membranes, such as the lining of the mouth or the"
basal cell carcinoma,1,"also occur on the back, shoulders, and face"
basal cell carcinoma,1,"also occur on the scalp, ears, lips, and hands"
basal cell carcinoma,1,"also occur on the scalp, ears, lips, or hands"
basal cell carcinoma,1,any size
basal cell carcinoma,1,anywhere on the body
basal cell carcinoma,1,appear as a single growth or multiple growths
basal cell carcinoma,1,"appear as a small, pearly bump on"
basal cell carcinoma,1,"appears as a small, flesh-colored or white bump on the skin"
basal cell carcinoma,1,"area may also become crusted, scaly, or hard"
basal cell carcinoma,1,associated with areas of squamous cell carcinoma in situ
basal cell carcinoma,1,asymmetrical in shape
basal cell carcinoma,1,become aggressive and spread to nearby tissues
basal cell carcinoma,1,become aggressive and spread to other parts of the body
basal cell carcinoma,1,become life-threatening
basal cell carcinoma,1,begins in the basal cells
basal cell carcinoma,1,best way to determine the exact color of the skin lesions
basal cell carcinoma,1,bleed easily
basal cell carcinoma,1,bleed easily and develop into an ulcer
basal cell carcinoma,1,bleed easily if scratched or bumped
basal cell carcinoma,1,bleed easily if they are scratched or bruised
basal cell carcinoma,1,bleed easily when scratched or bumped
basal cell carcinoma,1,bleed or crust over
basal cell carcinoma,1,bleed or crust over time
basal cell carcinoma,1,bleed or ooze
basal cell carcinoma,1,bleed or ooze when scratched
basal cell carcinoma,1,bleed or ulcerate
basal cell carcinoma,1,borders of the skin lesions may be well-defined or blurred
basal cell carcinoma,1,bottom of the skin lesions is round
basal cell carcinoma,1,can also be slightly brown or yellow
basal cell carcinoma,1,"can also be white, tan, or black"
basal cell carcinoma,1,can also occur on areas that have been damaged by radiation or other treatments
basal cell carcinoma,1,"can also occur on the scalp, ears, lips, or hands"
basal cell carcinoma,1,can be disfiguring if left untreated
basal cell carcinoma,1,can occur in people of all skin types
basal cell carcinoma,1,cause damage to surrounding tissues
basal cell carcinoma,1,cause disfigurement if left
basal cell carcinoma,1,cause disfigurement if not treated
basal cell carcinoma,1,cause no problems for many years
basal cell carcinoma,1,cause no problems for years
basal cell carcinoma,1,cause no symptoms
basal cell carcinoma,1,cause no symptoms for years
basal cell carcinoma,1,caused by exposure to ultraviolet (uv) radiation from the sun or other sources
basal cell carcinoma,1,cells that line the bottom of the skin
basal cell carcinoma,1,center of lesion may be crusted or scaly
basal cell carcinoma,1,center of skin lesions may be crusted or contain an ulcer
basal cell carcinoma,1,change another color
basal cell carcinoma,1,"changes in skin, such as a new growth or change in color"
basal cell carcinoma,1,check-ups for regular check-ups
basal cell carcinoma,1,circular or oval in shape
basal cell carcinoma,1,clear or have a yellowish tint
basal cell carcinoma,1,color can also be affected by treatments
basal cell carcinoma,1,color can also change over time
basal cell carcinoma,1,"color can be pale, pink, or dark brown"
basal cell carcinoma,1,"color can be pale, pink, or even clear"
basal cell carcinoma,1,color can be used as one factor determining the best treatment option
basal cell carcinoma,1,color can be very variable
basal cell carcinoma,1,color can vary
basal cell carcinoma,1,color can vary depending on the individual and the specific type of skin lesions
basal cell carcinoma,1,color changes
basal cell carcinoma,1,color is generally pink or red
basal cell carcinoma,1,"color may also be irregular, with areas of darker and lighter pigmentation"
basal cell carcinoma,1,color may also change over time
basal cell carcinoma,1,"color may also change over time, becoming lighter or darker"
basal cell carcinoma,1,color may also lighten or fade with time
basal cell carcinoma,1,color may also vary depending on the type of skin lesions
basal cell carcinoma,1,color may become more intense or darker when the lesion is irritated or injured
basal cell carcinoma,1,color may vary depending on the location of the tumor
basal cell carcinoma,1,color may vary depending on the person's skin tone
basal cell carcinoma,1,come back even after it has been removed
basal cell carcinoma,1,concerns about a suspicious growth on your skin
basal cell carcinoma,1,considered to be low-risk
basal cell carcinoma,1,consult a dermatologist or other medical professional
basal cell carcinoma,1,crust or bleed after being scratched or scraped
basal cell carcinoma,1,crust or form a ulcer
basal cell carcinoma,1,crust or scab
basal cell carcinoma,1,crust or scab over
basal cell carcinoma,1,"crust over and heal, only to reappear later"
basal cell carcinoma,1,crusted or caly surface
basal cell carcinoma,1,crusted or scabbed
basal cell carcinoma,1,crusted or scaly
basal cell carcinoma,1,crusted or ulcerated
basal cell carcinoma,1,crusted over if it has been scratched or bumped repeatedly
basal cell carcinoma,1,crusted surface
basal cell carcinoma,1,crusty or crumbly
basal cell carcinoma,1,"curable with surgery, radiation, or other treatments"
basal cell carcinoma,1,cured if they are found early and treated
basal cell carcinoma,1,damage the surrounding tissue
basal cell carcinoma,1,damage the tissue around them
basal cell carcinoma,1,diagnosed in people over the age of 50
basal cell carcinoma,1,difficult to detect early
