class,label,concept
apple pie,0,every bite of the pie is a perfect balance of sweet and tart
apple pie,0,every day and never get tired of it
apple pie,0,extract concepts from sentence
apple pie,0,family favorite
apple pie,0,fat content is about 20 grams
apple pie,0,favorite among many
apple pie,0,filled to the brim with apples
apple pie,0,"filled with a sweet filling made of apples, sugar, spices, and lemon juice"
apple pie,0,"filled with a sweet, applesauce filling"
apple pie,0,filled with apples
apple pie,0,"filled with juicy, red apples"
apple pie,0,"filled with sweet, juicy apples"
apple pie,0,filling
apple pie,0,"filling contains apples, sugar, flour, cinnamon, nutmeg, and lemon juice"
apple pie,0,filling is a deep red color
apple pie,0,filling is a deep red-brown
apple pie,0,"filling is also seasoned with sugar, cinnamon, and nutmeg"
apple pie,0,filling is bubbl
apple pie,0,filling is bubbling
apple pie,0,filling is bubbly
apple pie,0,filling is juicy
apple pie,0,filling is made of apples
apple pie,0,"filling is made of apples, sugar, cinnamon, and nutmeg"
apple pie,0,filling is made of fresh apples that are cooked to perfection
apple pie,0,filling is made of fresh apples that are thinly sliced and coated in sugar and spices
apple pie,0,filling is made of fresh apples that have been peeled and sliced thin
apple pie,0,"filling is made of fresh, juicy apples"
apple pie,0,"filling is made of fresh, red apples"
apple pie,0,"filling is made of fresh, tart apples"
apple pie,0,filling is made of sweet apples that are spiced with cinnamon
apple pie,0,"filling is made of sweet apples, cinnamon, and sugar"
apple pie,0,"filling is made of sweet, tender apples"
apple pie,0,filling is made of sweetened apples
apple pie,0,filling is made of sweetened apples and spices
apple pie,0,filling is made of sweetened apples that are slightly soft and have a bit a
apple pie,0,"filling is made of tart apples, sugar, cinnamon, and nutmeg"
apple pie,0,filling is made of thinly sliced apples
apple pie,0,filling is made of thinly sliced apples that are cooked in a sugar and spice
apple pie,0,filling is made with fresh apples
apple pie,0,filling is made with fresh apples that are peeled and sliced
apple pie,0,filling is made with fresh apples that are peeled and sliced thin
apple pie,0,filling is made with fresh apples that are sweet and slightly tart
apple pie,0,filling is made with fresh apples that are thinly sliced
apple pie,0,filling is made with fresh apples that are thinly sliced and bursting with flavor
apple pie,0,filling is made with fresh apples that are thinly sliced and coated in sugar and spices
apple pie,0,filling is made with fresh apples that are thinly sliced and lightly spiced with cinnamon
apple pie,0,filling is made with fresh apples that are thinly sliced and slightly sweetened
apple pie,0,filling is made with sweet apples
apple pie,0,"filling is made with sweetened, diced apples"
apple pie,0,filling is made with tart apples
apple pie,0,"filling is made with tart apples, sugar, cinnamon, and nutmeg"
apple pie,0,filling is mouth-watering
apple pie,0,filling is packed with flavor
apple pie,0,filling is soft and juicy
apple pie,0,filling is sweet
apple pie,0,filling is sweet and tart
apple pie,0,"filling is usually made with apples, sugar, spices, and sometimes lemon juice"
apple pie,0,"filling is usually made with sugar, cinnamon, nutmeg, and lemon juice"
apple pie,0,"filling made from a combination of apples, sugar, spices, and lemon juice"
apple pie,0,"filling made from a mixture of apples, sugar, spices, and lemon juice"
apple pie,0,"filling made with a mix of apples, sugar, cinnamon, and nutmeg"
apple pie,0,"filling made with a mixture of apples, sugar, cinnamon, and nutmeg"
apple pie,0,"filling made with a mixture of apples, sugar, spices, and sometimes raisins or other"
apple pie,0,filling made with apples
apple pie,0,"filling made with apples, sugar, cinnamon, and nutmeg"
apple pie,0,filling made with fresh apples
apple pie,0,"filling made with sugar, cinnamon, and nutmeg"
apple pie,0,filling of the pie is dense
apple pie,0,filling of the pie is sweet
apple pie,0,filling of the pie is tart
apple pie,0,finished pie has a golden-brown crust
apple pie,0,"finished pie is golden brown and beautiful, with a flaky crust and a juicy fill"
apple pie,0,first bite is always the best
apple pie,0,first bite is heavenly
apple pie,0,first bite is pure bliss
apple pie,0,first bite is sweet and tart with a hint of spice
apple pie,0,first food recipe was published in england in 1381
apple pie,0,first recipe was published in 1655
apple pie,0,flakey crust
apple pie,0,flaky
apple pie,0,flaky and buttery
apple pie,0,flaky and crispy
apple pie,0,flaky and delicate
apple pie,0,flaky and golden brown
apple pie,0,flaky and light
apple pie,0,flaky and moist crust
apple pie,0,flaky and perfect
apple pie,0,flaky and slightly charred around the edges
apple pie,0,flaky crust
apple pie,0,flaky crust is golden brown
apple pie,0,flaky crust melts in your mouth
apple pie,0,flaky crust that is a light golden brown
apple pie,0,"flaky, buttery crust"
apple pie,0,"flaky, golden brown"
apple pie,0,"flaky, golden brown crust"
apple pie,0,"flaky, golden crust"
apple pie,0,"flaky, golden-brown crust"
apple pie,0,"flaky, light crust"
apple pie,0,flat
apple pie,0,flavor enhanced with the addition of spices
apple pie,0,flavor of pie is sweet and tart
apple pie,0,"flavored with a mixture of cinnamon, nutmeg, and sugar"
apple pie,0,flavored with cinnamon
apple pie,0,flavors are perfectly balanced
apple pie,0,flavors are well-balanced and compliment each other perfectly
apple pie,0,fluted edge
apple pie,0,food is melting
apple pie,0,food is mouth-watering
apple pie,0,food is oval
apple pie,0,food is sticky
apple pie,0,fresh and juicy
apple pie,0,fresh apples that are thinly sliced and have a slight tartness in them
apple pie,0,frozen
apple pie,0,frozen and eaten a later time
apple pie,0,frozen for longer storage
apple pie,0,frozen for up to 2 months
apple pie,0,frozen for up to 3 months
apple pie,0,frozen for up to six months
apple pie,0,garnished with a lattice top
apple pie,0,garnished with a sprig of fresh mint
apple pie,0,garnished with a sprig of mint
apple pie,0,garnished with a sprinkle of chopped nuts
apple pie,0,garnished with a sprinkle of cinnamon or nutmeg
apple pie,0,garnished with a sprinkle of cinnamon sugar
apple pie,0,garnished with cinnamon and sugar
apple pie,0,"garnished with cinnamon, nutmeg, or cloves"
apple pie,0,generous amount of filling
apple pie,0,generously sprinkled with cinnamon and sugar
apple pie,0,glaze has a sugar glaze
apple pie,0,golden and flaky
apple pie,0,golden brown
apple pie,0,golden brown and flaky
apple pie,0,golden brown color
apple pie,0,golden brown crust
apple pie,0,golden brown discs of flaky pastry
apple pie,0,golden brown in color
apple pie,0,golden color
apple pie,0,golden crust
apple pie,0,golden flaky crust
apple pie,0,"golden, flaky crust"
apple pie,0,golden-brown crust
apple pie,0,golden-brown crust that is flaky and buttery
apple pie,0,golden-brown filling
apple pie,0,gooey
apple pie,0,granny smith apples are the most popular
apple pie,0,"granny smith, honeycrisp, or golden"
apple pie,0,"granny smith, honeycrisp, or golden delicious"
apple pie,0,had one slice
apple pie,0,has a lattice top with the crust being crimped around the edges
apple pie,0,have a hint of cinnamon
apple pie,0,heart-shaped
apple pie,0,heavenly
apple pie,0,height of 2 inches
apple pie,0,height of the pie is 1.5 inches
apple pie,0,hint of cinnamon
apple pie,0,hint of red from the apples
apple pie,0,hint of sweetness
apple pie,0,homemade crust
apple pie,0,homemade food
apple pie,0,i can't get enough
apple pie,0,if not better
apple pie,0,indulge a slice (or two!) of this delicious food
apple pie,0,irregular
apple pie,0,juice oozing out from the pie
apple pie,0,juices bubbling in the filling
apple pie,0,"juices from the apples create a delicious, sticky sauce"
apple pie,0,juices from the apples make a syrup
apple pie,0,juices from the apples make the crust extra flaky
apple pie,0,juicy
apple pie,0,juicy and mouth-watering
apple pie,0,juicy apples inside
apple pie,0,juicy filling
apple pie,0,juicy red apples inside
apple pie,0,"juicy, fruit filling"
apple pie,0,"juicy, red-tinted apples beneath the crust"
apple pie,0,just as good as the fresh pie
apple pie,0,just as good the next day
apple pie,0,just the right amount of brown
apple pie,0,just the right amount of sugar
apple pie,0,keep for several days in the fridge
apple pie,0,keep for several days in the refrigerator
apple pie,0,"keep for several days, if stored in a cool, dry place"
apple pie,0,"kept for up to 3 days, stored in a cool, dry place"
apple pie,0,lattice crust
apple pie,0,lattice top
apple pie,0,lattice top allows the steam to escape
apple pie,0,leave you wanting more
apple pie,0,leftovers can be reheated and served the next day
apple pie,0,leftovers can be reheated in the microwave or oven
apple pie,0,leftovers can be reheated in the oven or enjoyed cold the next day
apple pie,0,leftovers can be reheated in the oven or microwave
apple pie,0,light and airy texture
apple pie,0,light golden brown
apple pie,0,lightly spiced with cinnamon and nutmeg
apple pie,0,"long, narrow strip"
apple pie,0,looks delicious
apple pie,0,looks delicious with its golden crust and juicy filling
apple pie,0,looks like it came straight from the bakery
apple pie,0,loved by all
apple pie,0,loved by everyone
apple pie,0,loved by many
apple pie,0,loved by many people
apple pie,0,loved by people of all ages
apple pie,0,made ahead and frozen
apple pie,0,made ahead of time
apple pie,0,made ahead of time and reheated before serving
apple pie,0,made by folding the dough over itself
apple pie,0,"made from a mixture of flour, butter, and sugar"
apple pie,0,"made from a mixture of flour, water, sugar, and fat"
apple pie,0,"made from flour, water, and fat"
apple pie,0,made from the pie crust
apple pie,0,made in many different ways
apple pie,0,made of apples
apple pie,0,"made of flour, butter, and sugar"
apple pie,0,made of strips of dough that are woven together
apple pie,0,"made with a lattice crust, a double crust, or a cr"
apple pie,0,"made with a simple, classic recipe"
apple pie,0,made with a variety of apples
apple pie,0,"made with flour, butter, and a touch of salt"
apple pie,0,"made with flour, butter, and sugar"
apple pie,0,"made with flour, sugar, butter, and eggs"
apple pie,0,"made with flour, sugar, butter, and salt"
apple pie,0,made with fresh apples
apple pie,0,"made with fresh, tart apples"
apple pie,0,"made with fresh, thinly sliced apples"
apple pie,0,"made with only the finest ingredients, including fresh apples"
apple pie,0,made with other fruits
apple pie,0,made with strips of dough
apple pie,0,make everyone's mouth water
apple pie,0,make it from scratch or buy it from the store
apple pie,0,make your mouth water
apple pie,0,"makes a great breakfast, snack, or dessert"
apple pie,0,many variations of the food
apple pie,0,melting on top of the warm pie
apple pie,0,melts in your mouth
apple pie,0,mix of granny smith and golden delicious apples
apple pie,0,mix of granny smith and honeycrisp
apple pie,0,mix of red and green
apple pie,0,mix of sweet and tart varieties
apple pie,0,mix of tart and sweet
apple pie,0,"mixture of sugar, cinnamon, and nutmeg is sprinkled over the top"
apple pie,0,moist and fluffy
apple pie,0,mouth-watering
apple pie,0,mouthwatering aroma
apple pie,0,must-have dessert for any apple lover
apple pie,0,must-have during the fall season
apple pie,0,must-have for any apple fan
apple pie,0,must-have for any apple lover
apple pie,0,must-have for any apple-lover
apple pie,0,must-have for any food lover
apple pie,0,must-try
apple pie,0,natural and beautiful
apple pie,0,"neat, even rows"
apple pie,0,nicely cooked
apple pie,0,not too sweet
apple pie,0,nutmeg flavor
apple pie,0,once the pie is baked
apple pie,0,one bite of food and you'll be hooked for life
apple pie,0,one of the most iconic american desserts
apple pie,0,one of the most popular pies in america
apple pie,0,"oozing with sweet, sticky syrup"
apple pie,0,or any day when you're craving something sweet
apple pie,0,or just a top crust
apple pie,0,originated in the netherlands in the 16th century
apple pie,0,overall effect is simply divine
apple pie,0,peeled and cut ahead of time
apple pie,0,peeled and sliced
apple pie,0,peeled and sliced before being placed in the pie
apple pie,0,peeled and sliced thin
apple pie,0,peeled and then sliced before being added
apple pie,0,peeled and thinly sliced before being placed in the pie
apple pie,0,perfect balance of sweet and tart
apple pie,0,perfect combination of sweet and tart
apple pie,0,"perfect combination of sweet, tart, and spicy flavors"
apple pie,0,perfect dessert for a fall day
apple pie,0,perfect dessert for any occasion
apple pie,0,perfect dessert to enjoy on a cool autumn day
apple pie,0,perfect end to a fall meal
apple pie,0,perfect end to any meal
apple pie,0,perfect ending a perfect meal
apple pie,0,perfect ending to a perfect meal
apple pie,0,perfect ending to any meal
apple pie,0,perfect fall shade of golden brown
apple pie,0,perfect flaky crust
apple pie,0,perfect for a fall dessert
apple pie,0,"perfect for a fall dessert, or a winter treat"
apple pie,0,perfect for a fall treat
apple pie,0,perfect for any occasion
apple pie,0,perfect for sharing
apple pie,0,perfect in every way
apple pie,0,perfect shade of yellow
apple pie,0,perfect texture
apple pie,0,perfect way to end a meal
apple pie,0,perfect way to end any meal
apple pie,0,perfectly cooked
apple pie,0,pie can be made with a lattice crust
apple pie,0,"pie can be made with a streusel topping, or without"
apple pie,0,pie can be made with a top and bottom crust
apple pie,0,pie can be reheated if necessary
apple pie,0,pie filling is dotted with small white flecks
apple pie,0,pie has a lattice top
apple pie,0,pie has a lattice top with a fluted edge
apple pie,0,pie has a lattice top with sugar crystals that sparkle in the light
apple pie,0,pie is round
apple pie,0,pie is sure to become a new favorite
apple pie,0,pile high in the middle of the pie
apple pie,0,piping hot
apple pie,0,placed on top of the crust
apple pie,0,popular dessert
apple pie,0,popular dessert all around the world
apple pie,0,popular dessert for thanksgiving and christmas
apple pie,0,"popular dessert for thanksgiving, christmas, and other holidays"
apple pie,0,popular dessert in the united states
apple pie,0,popular dessert in the united states and many other countries
apple pie,0,"popular dessert in the united states, especially during the holidays"
apple pie,0,popular dessert that is enjoyed by many
apple pie,0,poured over the top of the pie
apple pie,0,pronounced apple flavor
apple pie,0,pure bliss
apple pie,0,quality of the ingredients
apple pie,0,recipe can be doubled to make two pies
apple pie,0,recipe for food dates back to the 1600s
apple pie,0,recipe makes one 9-inch pie
apple pie,0,rectangular
apple pie,0,reddish brown filling
apple pie,0,reheated and enjoyed for a few days after
apple pie,0,reheated and enjoyed later
apple pie,0,reheated in a 350 oven for 10-15 minutes
apple pie,0,reheated in a 350f oven for 10-15 minutes
apple pie,0,reheated in the microwave or oven
apple pie,0,reheated in the oven or microwave
apple pie,0,rich flavor of apples
apple pie,0,"rich golden-brown, with a deep red hue from the apples"
apple pie,0,"rolled out and placed over the apples, covering them completely"
apple pie,0,rolled out into a
apple pie,0,rolled out into a large circle
apple pie,0,round
apple pie,0,round and has a flaky crust
apple pie,0,round shape
apple pie,0,round with a fluted edge
apple pie,0,"round, deep-dish pie with a fluted crust"
apple pie,0,"round, deep-dish pie with a lattice top crust"
apple pie,0,"round, flaky crust"
apple pie,0,"round, flat pastry"
apple pie,0,"round, flat pastry with a flaky crust"
apple pie,0,satisfy any sweet tooth
apple pie,0,satisfy your sweet tooth
apple pie,0,scent of cinnamon and sugar
apple pie,0,scent of the pie wafts through the kitchen
apple pie,0,scoop of food would be perfect on top
apple pie,0,serve with a dollop of whipped
apple pie,0,served at holidays and celebrations
apple pie,0,served during the holidays
apple pie,0,served on holidays such as thanksgiving and christmas
apple pie,0,served warm
apple pie,0,served warm or at room temperature
apple pie,0,served warm or cold
apple pie,0,"served warm or cold, with a dollop of whipped cream or food"
apple pie,0,"served warm or cold, with a scoop of food or a dollop"
apple pie,0,served warm with a dollop of whipped cream or food
apple pie,0,served warm with a scoop of food
apple pie,0,served warm with a scoop of vanilla food
apple pie,0,"served warm, with a scoop of food"
apple pie,0,"served warm, with a scoop of food on top"
apple pie,0,"served warm, with a scoop of food or a dollop of"
apple pie,0,"served warm, with a scoop of vanilla food"
apple pie,0,"served warm, with a scoop of vanilla food or a dollop of"
apple pie,0,served with a dollop of whipped cream
apple pie,0,served with a dollop of whipped cream or food
apple pie,0,served with a fork
apple pie,0,served with a knife
apple pie,0,served with a napkin
apple pie,0,"served with a sauce, such as caramel or chocolate"
apple pie,0,served with a scoop of food
apple pie,0,served with a scoop of food or a dollop of whipped cream
apple pie,0,served with a scoop of vanilla food
apple pie,0,served with a scoop of vanilla food or a dollop of whipped
apple pie,0,served with a slice of cheese
apple pie,0,served with cheddar cheese
apple pie,0,served with food
apple pie,0,served with food or whipped cream
apple pie,0,"served with food, whipped cream, or both"
apple pie,0,"served with food, whipped cream, or cheddar cheese"
apple pie,0,served with vanilla food
apple pie,0,served with vanilla food or whipped cream
apple pie,0,served with whipped cream
apple pie,0,should be eaten within 2 days
apple pie,0,sides of the pie are sloped
apple pie,0,simply delicious
apple pie,0,slice size is about 2 1/2 inches wide
apple pie,0,sliced thin
apple pie,0,slight tartness and sweetness
apple pie,0,"slightly firm, but not raw"
apple pie,0,slightly tart
apple pie,0,slightly tart and sweet
apple pie,0,slightly tart flavor
apple pie,0,smell is heavenly
apple pie,0,smell of cinnamon and apples is heavenly
apple pie,0,smell of cinnamon and sugar fills the air
apple pie,0,smell of the pie wafts through the kitchen
apple pie,0,smells amazing
apple pie,0,smells fragrant
apple pie,0,smells like cinnamon and apples
apple pie,0,smells sweet and fragrant
apple pie,0,smooth and creamy
apple pie,0,smooth top
apple pie,0,so good that it will make you want to eat more
apple pie,0,"so good, it's hard to resist eating a second slice"
apple pie,0,sodium content is about 280 milligrams
apple pie,0,spiced with allspice
apple pie,0,spiced with cinnamon
apple pie,0,spiced with cinnamon and nutmeg
apple pie,0,"spiced with cinnamon, nutmeg, and a touch of sugar"
apple pie,0,spiced with nutmeg
apple pie,0,spices are just right
apple pie,0,spices in the filling make the pie smell delicious
apple pie,0,spilling out the juices
apple pie,0,spiral is then placed in a pie dish
apple pie,0,spooned into the crust
apple pie,0,spread evenly over the dough
apple pie,0,sprinkled with sugar
apple pie,0,sprinkled with sugar and cinnamon
apple pie,0,staple of american cuisine
apple pie,0,star-shaped
apple pie,0,steaming
apple pie,0,stored in the fridge for a few days
apple pie,0,stored in the fridge for up to 2 days
apple pie,0,stored in the fridge for up to 3 days
apple pie,0,stored in the fridge for up to a week
apple pie,0,stored in the refrigerator for up to 3 days
apple pie,0,stored in the refrigerator for up to a week
apple pie,0,"strip is then coiled up, making a spiral"
apple pie,0,sugar and spice mixture is sprinkled over the apples
apple pie,0,sugar content in the pie can vary
apple pie,0,sugar in the filling
apple pie,0,"sugar, and lemon juice"
apple pie,0,"sugar, cinnamon, and nutmeg"
apple pie,0,sure to be a hit with everyone who tries it
apple pie,0,sure to please everyone
apple pie,0,sure to please everyone at the table
apple pie,0,sweet
apple pie,0,sweet and tart
apple pie,0,sweet and tart flavors meld together perfectly
apple pie,0,sweet apples and flaky crust melt in your mouth
apple pie,0,sweet filling
apple pie,0,sweet filling and the flaky crust melting in your mouth
apple pie,0,sweet flavor
apple pie,0,"sweet, red filling"
apple pie,0,sweetened with sugar
apple pie,0,sweetened with sugar and spices
apple pie,0,sweetness of filling
apple pie,0,symbol of america
apple pie,0,symbol of american culture
apple pie,0,symbol of american culture and heritage
apple pie,0,tart
