class,label,concept
airplane,0,bottom is white with blue stripes
airplane,0,bottom of the object is flat
airplane,0,bottom of the plane is also flat
airplane,0,brilliant white color
airplane,0,cabin is where passengers sit
airplane,0,cabin of the object is well-ventilated and spacious
airplane,0,can carry many people and cargo
airplane,0,can carry passengers and cargo
airplane,0,can take off and land vertically
airplane,0,capable of performing stunts and maneuvers
airplane,0,changed the way we travel
airplane,0,changed the world
airplane,0,clean and in good condition
airplane,0,cockpit
airplane,0,cockpit at the front of the body where the pilot sits
airplane,0,cockpit at the front where the pilot sits
airplane,0,cockpit for the pilot and passengers
airplane,0,cockpit is located at the front
airplane,0,cockpit is where the pilot and co-pilot sit
airplane,0,color is a dazzling white
airplane,0,color is a lovely white
airplane,0,color is beautiful and sleek
airplane,0,color is similar to that of a cloud
airplane,0,color is sleek white
airplane,0,"color is sleek, beautiful, and professional"
airplane,0,color is very alluring
airplane,0,color is very beautiful
airplane,0,color is very beautiful and peaceful
airplane,0,color is very calming
airplane,0,color is very captivating
airplane,0,color is very clean and professional looking
airplane,0,color is very clean and pure
airplane,0,color is very elegant
airplane,0,color is very eye-catching
airplane,0,color is very fascinating
airplane,0,color is very majestic
airplane,0,color is very mesmerizing
airplane,0,color is very pristine
airplane,0,color is very sharp and clean
airplane,0,color is very sleek and modern
airplane,0,color is very sleek and professional
airplane,0,color is very soft and calming
airplane,0,color is very stunning
airplane,0,color is very unique
airplane,0,color makes it look very fast and aerodynamic
airplane,0,color scheme is simple but effective
airplane,0,color scheme is very stylish and unique
airplane,0,color was a reminder of the purity of the sky
airplane,0,color was a sign of peace
airplane,0,color was a sign of unity
airplane,0,commercial object
airplane,0,company's logo on the side
airplane,0,control panel inside that the pilot uses
airplane,0,control surfaces are located on the trailing edge of the wings
airplane,0,control tower on the top of the body
airplane,0,controlled by a pilot using a joystick or
airplane,0,controlled by a pilot who sits in the cockpit
airplane,0,cool white color
airplane,0,created by the way the dots are arranged
airplane,0,crowded
airplane,0,crowded with passengers and their luggage
airplane,0,curve upward
airplane,0,"deep, rich color"
airplane,0,designed for safe and efficient operation
airplane,0,designed for speed and efficiency
airplane,0,designed to fly through the air
airplane,0,difficult to control
airplane,0,distinct pattern
airplane,0,divided into different sections
airplane,0,"divided into several sections - the cockpit, the main cabin, and the lavatories"
airplane,0,dozens of small windows all along the sides of the main cabin
airplane,0,dry
airplane,0,each engine has a large propeller attached to the front
airplane,0,each engine has a propeller at the front
airplane,0,each row has a aisle between
airplane,0,easy to move around
airplane,0,easy to recognize
airplane,0,easy to see
airplane,0,easy to use
airplane,0,efficient means of transportation
airplane,0,emergency exit located at the rear of the cabin
airplane,0,emergency exit on the bottom of the body
airplane,0,engines are located near the back
airplane,0,engines are located on the underside of the wings
airplane,0,engines are mounted on the wings
airplane,0,engines provide thrust that propels the object through the air
airplane,0,exhaust pipes located at the back
airplane,0,exterior of the object is usually covered in a white or silver paint
airplane,0,exterior of the object is usually smooth and aerodynamic
airplane,0,exterior of the plane is well-maintained and looks very clean
airplane,0,faraway places
airplane,0,fascinating invention
airplane,0,fascinating mode of transportation
airplane,0,fascinating object
airplane,0,flaps
airplane,0,flaps and ailerons used to control the altitude and direction of the aircraft
airplane,0,flaps on the wings
airplane,0,flaps on the wings that can be extended to slow the object down
airplane,0,flaps on the wings that can be lowered to slow the plane down
airplane,0,flaps on the wings that help it take off and land
airplane,0,flown by a pilot
airplane,0,fly at high altitudes
airplane,0,fly through the air
airplane,0,fly well
airplane,0,flying in the sky
airplane,0,"four engines, two on each side"
airplane,0,four wheels
airplane,0,front has a pointed nose
airplane,0,front of the object is pointed
airplane,0,front of the plane has a pointed nose
airplane,0,front of the plane has a pointy nose
airplane,0,fuselage
airplane,0,fuselage where the passengers and crew sit
airplane,0,go across the world
airplane,0,gorgeous white color
airplane,0,graceful and aerodynamic shape
airplane,0,graceful design
airplane,0,grateful for its existence
airplane,0,great way to travel
airplane,0,has a windshield
airplane,0,has comfortable seats
airplane,0,has large windows that provide a clear view for the
airplane,0,has two wings and two engines
airplane,0,have a pointed tip
airplane,0,have a slight curve in them
airplane,0,help it land and take off
airplane,0,help it land safely
airplane,0,high speeds and altitudes
airplane,0,horizontal stabilizer at the top
airplane,0,horizontal stabilizer that sticks out on either side
airplane,0,illusion of movement is created by the way the dots are arranged in the rows and columns
airplane,0,in excellent condition
airplane,0,interior is spacious
airplane,0,it is really not that bad
airplane,0,landing gear
airplane,0,landing gear consists of two wheels on each side
airplane,0,landing gear has wheels that allow the object to roll along the ground
airplane,0,landing gear is located underneath the fuselage
airplane,0,landing gear is sturdily built and designed to handle a large amount of weight
airplane,0,landing gear that extend downward from the body
airplane,0,landing gear underneath
airplane,0,landing gear underneath the body
airplane,0,"landing gear, with wheels, beneath the body"
airplane,0,large and metal
airplane,0,large and silver
airplane,0,large metal object
airplane,0,large metal object that can fly
airplane,0,large metal object with wings
airplane,0,large tail with a rudder at the back
airplane,0,large windows
airplane,0,large windows along the sides of the body
airplane,0,large windshield at the front of the body
airplane,0,"large, metal object that can fly"
airplane,0,"large, metal object that can fly through the air"
airplane,0,larger windows at the front and back
airplane,0,located at the back
airplane,0,located at the back of the object
airplane,0,located at the front
airplane,0,located at the front of the body
airplane,0,located at the front of the fuselage
airplane,0,located at the front of the plane
airplane,0,located behind the cockpit
airplane,0,located beneath the body of the plane
airplane,0,located on either side of the object
airplane,0,located on the back of the object
airplane,0,located on the underside of the body
airplane,0,located underneath the object
airplane,0,long and narrow
airplane,0,long and pointy
airplane,0,long and slender
airplane,0,long and slender with a pointed nose
airplane,0,long and thin
airplane,0,long body
airplane,0,long body with many windows
airplane,0,long tail that sticks out from the back
airplane,0,long tail that sticks out from the back of the body
airplane,0,"long, narrow body"
airplane,0,"long, narrow body with a pointed nose"
airplane,0,"long, narrow body with a pointy nose"
airplane,0,"long, sleek body"
airplane,0,"long, sleek body with large wings"
airplane,0,"long, slender body"
airplane,0,"long, thin body"
airplane,0,"long, thin, metal tube"
airplane,0,"long, thin, metal tube for a body"
airplane,0,looked almost new
airplane,0,looks clean and fresh
airplane,0,looks fast and sleek
airplane,0,looks like a great experience to fly in
airplane,0,looks like it is made of pure white marble
airplane,0,looks like it would be very comfortable to fly in
airplane,0,looks like it would be very fun to fly
airplane,0,looks very elegant in white
airplane,0,looks very graceful in white
airplane,0,looks very regal in this color
airplane,0,looks very sleek in this color
airplane,0,love to watch object take off and fly through the sky
airplane,0,made of metal and plastic
airplane,0,made of snow
airplane,0,magnificent machine
airplane,0,magnificent white
airplane,0,main body of the object
airplane,0,many different compartments for storage
airplane,0,"many different parts, including engines, propellers, and a cockpit"
airplane,0,many different types
airplane,0,many passengers
airplane,0,many people and luggage in its belly
airplane,0,many smaller wheels
airplane,0,many windows
airplane,0,many windows that passengers can look out of
airplane,0,may be either jet engines or propellers
airplane,0,microphone
airplane,0,mode of transportation
airplane,0,mostly silver
airplane,0,mounted on the wings near the fuselage
airplane,0,noisy
airplane,0,nose and a tail with a horizontal stabilizer
airplane,0,nose and tail
airplane,0,nose that points towards the front
airplane,0,nosecone with a radar dome
airplane,0,object also has overhead bins where passengers can store their carry-on luggage
airplane,0,object has a kitchen area where food can be prepared for passengers
airplane,0,object has a lavatory at the back of the cabin for passengers to use
airplane,0,object has a lavatory for passengers to use
airplane,0,object has a steering wheel
airplane,0,object has engines
airplane,0,object has landing gear
airplane,0,object has two doors
airplane,0,object has two engines
airplane,0,"object has two engines, one on each side"
airplane,0,"object has two engines, one on each wing"
airplane,0,object has two wings
airplane,0,object has two wings and two engines
airplane,0,object has wings
airplane,0,object is landing at the airport
airplane,0,often leaves a trail of smoke behind it
airplane,0,often used for travel
airplane,0,one near the back
airplane,0,one near the front of the plane
airplane,0,one on each side
airplane,0,overhead bins
airplane,0,overhead bins above the seats for passengers to store luggage
airplane,0,overhead bins are large
airplane,0,overhead bins in the main cabin where passengers can store their carry-on luggage
airplane,0,overhead bins where passengers can store their belongings
airplane,0,overhead bins where passengers can store their carry-on bags
airplane,0,overhead compartments where passengers can store their belongings
airplane,0,painted a bright white with blue and red stripes running along the length of the fuselage
airplane,0,"painted in a variety of colors, depending on the airline"
airplane,0,painted in bright colors
airplane,0,painted with different colors and designs
airplane,0,painted with different designs and colors
airplane,0,painted with markings that identify the airline
airplane,0,painted with stripes or other markings
airplane,0,painted with the colors of the airline company
airplane,0,parked at the gate
airplane,0,passenger cabin is located behind the cockpit
airplane,0,passengers sit in the main cabin of the object
airplane,0,pattern consists of a large number of small dots that are arranged in a specific
airplane,0,pilot and co-pilot sit
airplane,0,pilot and co-pilot sit while flying
airplane,0,piloted by a captain and a co-pilot
airplane,0,pointed
airplane,0,pointed nose
airplane,0,pointy nose
airplane,0,popular choice for air shows and aviation competitions
airplane,0,positioned at the top of the object
airplane,0,powered by engines
airplane,0,powerful and efficient
airplane,0,professional and sleek
airplane,0,propellers at the front
airplane,0,propellers on the front that help it fly
airplane,0,pure white color
airplane,0,reach high altitudes
airplane,0,reach high altitudes and travel at high speeds
airplane,0,reflective quality to it
airplane,0,refreshing white color
airplane,0,reminder that we are all connected
airplane,0,restroom on the object for passengers to use
airplane,0,rows and columns are arranged in a specific order
airplane,0,rows and columns are arranged in a way that makes the object appear to be in motion
airplane,0,rows of seats where passengers can sit during the flight
airplane,0,run from the front to the back
airplane,0,safe and efficient way to travel
airplane,0,seats for passengers
airplane,0,seats inside the object
airplane,0,seen from far away
airplane,0,serene white color
airplane,0,"several lights on the object - on the wings, on the tail, and on the fuse"
airplane,0,several rows of seats
airplane,0,several rows of seats inside
airplane,0,several rows of seats inside the main cabin
airplane,0,"shaped like a long, thin tube"
airplane,0,sign of hope
airplane,0,silver
airplane,0,simple but stylish
airplane,0,sleek and aerodynamic
airplane,0,sleek and aerodynamic design
airplane,0,sleek and beautiful white color
airplane,0,sleek and modern design
airplane,0,sleek and professional white color
airplane,0,sleek and streamlined design
airplane,0,sleek design
airplane,0,sleek white color
airplane,0,sleek white color with a hint of blue
airplane,0,"sleek, aerodynamic design"
airplane,0,"sleek, streamlined design"
airplane,0,slight curve in body
airplane,0,slight curve in it
airplane,0,slight curve in them
airplane,0,slightly curved
airplane,0,slightly curved and have a pointed end
airplane,0,slightly swept back
airplane,0,slightly tilted upward
airplane,0,small area behind them for baggage
airplane,0,small flap on the back of each wing
airplane,0,small kitchen
airplane,0,small tail fin at the back
airplane,0,small wheels beneath the body
airplane,0,small window at the very top
airplane,0,small windows along the sides
airplane,0,small windows along the sides of the body
airplane,0,"small, white, single-engine plane"
airplane,0,smaller ones near the tail that
airplane,0,smaller wheels at the front and back
airplane,0,smaller wheels located near the front and back of
airplane,0,smooth and curved
airplane,0,some people are afraid of flying in an object
airplane,0,sometimes crashes
airplane,0,sometimes has a flight
airplane,0,sometimes has to make an emergency landing
airplane,0,spacious and comfortable
airplane,0,specific order is designed to create a specific effect
airplane,0,splendid white color
airplane,0,stripe down the middle
airplane,0,stripes are wide and run from the nose to the tail
airplane,0,strong and durable
airplane,0,stunning white color
airplane,0,swept-back wing design
airplane,0,symbol of freedom
airplane,0,symmetrical from front to back
airplane,0,tail
airplane,0,tail fin protrudes from its back end
airplane,0,tail is slightly curved
airplane,0,tail of the object is also pointed
airplane,0,tail of the object is long and tapered
airplane,0,tail of the object is tall and narrow
airplane,0,tail of the object is tall and tapered
airplane,0,tail that sticks up in the air
airplane,0,tail was red
airplane,0,tail with a horizontal stabilizer
airplane,0,tail with a horizontal stabilizer on either side
airplane,0,tail with a pointy end
airplane,0,tail with a rudder
airplane,0,take people to faraway places
airplane,0,taking off from the runway
airplane,0,tall and slender
airplane,0,tall and thin
airplane,0,tall tail
airplane,0,tapered at the front
airplane,0,taxiing on the runway
airplane,0,there are usually several rows of seats in the cabin
airplane,0,there were no windows
airplane,0,thin
airplane,0,top of the object is rounded
airplane,0,top of the plane is flat
airplane,0,travel
airplane,0,turbulence
airplane,0,"two doors, one on each side"
airplane,0,two engines attached to the body of the object
airplane,0,two engines attached to the wings
airplane,0,two engines on the wings
airplane,0,two engines that are attached to the body of the plane near the wings
airplane,0,"two engines, mounted on either side of the fuselage"
airplane,0,"two engines, mounted on the wings"
airplane,0,"two engines, one on each side of the body"
airplane,0,two main landing gear underneath the wings
airplane,0,two main landing gear wheels
airplane,0,two main landing gears located beneath the body
airplane,0,"two main landing gears, one on each side of the body"
airplane,0,two main sections: the cabin and the cockpit
airplane,0,"two passenger exits, located on the sides of the fuselage"
airplane,0,two rows of windows
airplane,0,"two seats, side-by-side"
airplane,0,"two sets of flaps, one on each side of the wings"
airplane,0,two sets of landing gear
airplane,0,"two sets of landing gear, one on each side of the body"
airplane,0,"two sets of landing gear, one under each wing"
airplane,0,two sets of wings - the main ones that provide lift
airplane,0,"two sets of wings, one above the other"
airplane,0,two smaller wheels near the front of the body
airplane,0,two wings
airplane,0,two wings attached to its sides
airplane,0,two wings attached to the body
airplane,0,two wings attached to the body of the plane
airplane,0,two wings extending from its sides
airplane,0,two wings that are attached to the body
airplane,0,two wings that extend out from the body of the plane
airplane,0,used for both commercial and military purposes
airplane,0,used for many different things
airplane,0,"used for transportation, recreation, or even military purposes"
airplane,0,used to control the plane's altitude
airplane,0,used to control the plane's pitch
airplane,0,used to control the plane's roll
airplane,0,used to control the plane's yaw
airplane,0,used to control the speed and direction of the object
airplane,0,used to control the speed of the engines
airplane,0,used to steer the aircraft
airplane,0,used to steer the object
airplane,0,used to steer the plane
airplane,0,usually painted white
airplane,0,usually white or silver in color
airplane,0,vents along the sides of the fuselage
airplane,0,versatile vehicle
airplane,0,vertical stabilizer that protrudes upward
airplane,0,very beautiful color
airplane,0,very big
airplane,0,very clean color
airplane,0,very expensive to fly in
airplane,0,very fast
airplane,0,very fast way to travel
airplane,0,very long
airplane,0,very loud
airplane,0,very safe
airplane,0,very shiny
airplane,0,very sleek and modern looking aircraft
airplane,0,very sleek white color
airplane,0,wheels that allow it to taxi on the ground
airplane,0,wheels that extend down from the body
airplane,0,wheels were black
airplane,0,"when the object is not in use, it is usually parked in a hangar"
airplane,0,white body with blue stripes running down the sides
airplane,0,white color was perfect for flying high in the sky
airplane,0,white stripe running down the middle
airplane,0,white with blue stripes
airplane,0,white with blue stripes on the top and bottom
airplane,0,wide
airplane,0,windows
airplane,0,windows all around so that passengers can see outside
airplane,0,windows along the sides of the body for passengers to see out
airplane,0,windows are located along the sides of the fuselage
airplane,0,windows are located on the sides of the fuselage
airplane,0,windows in the cabin so passengers can see outside
airplane,0,windows that allow passengers to see outside
airplane,0,wings and a tail
airplane,0,wings and engines that allow it to stay in the air
airplane,0,wings and engines that help it stay in the air
airplane,0,wings and propellers that help it stay in the air
airplane,0,wings and stabilizer help the object fly straight and level
airplane,0,wings are angled slightly upward
airplane,0,wings are curved
airplane,0,wings are long and curved
airplane,0,wings are long and thin
airplane,0,wings are slightly angled up in the front and back
airplane,0,wings are slightly curved
airplane,0,wings attached to either side
airplane,0,wings have a slight curve
airplane,0,wings on either side
airplane,0,wings that extend out from the sides
airplane,0,wings that taper to a point
airplane,0,with a few red and blue stripes
airplane,0,wonderful white
automobile,1,a lot of storage space
automobile,1,a variety of sensors and computer systems that help it operate safely and efficiently
automobile,1,accelerator pedal
automobile,1,air conditioning
automobile,1,allow it to move
automobile,1,alloy wheels with low-profile tires
automobile,1,and brake pedal
automobile,1,anywhere from two to eight people
automobile,1,"available in a variety of colors, including black, white, and silver"
automobile,1,back end is rounded
automobile,1,back end is slightly raised
automobile,1,back has a spoiler
automobile,1,back of the car has a trunk
automobile,1,back of the car has two round taillights and a spoiler
automobile,1,back of the car is curved
automobile,1,back of the car is slightly rounded
automobile,1,back of the object is flat
automobile,1,back of the object is rounded
automobile,1,back of the object is slightly raised
automobile,1,back window is small and rectangular
automobile,1,beautiful blue
automobile,1,beautiful car
automobile,1,beautiful shine to it
automobile,1,behind that is the passenger's seat
automobile,1,behind windshield is driver's seat
automobile,1,big and curved
automobile,1,"big, red car"
automobile,1,"big, shiny, new car"
automobile,1,black
automobile,1,blue car color is very nice
automobile,1,blue car color is very trendy
automobile,1,blue color of the car is amazing
automobile,1,blue color on cars is very popular
automobile,1,blue makes the car look powerful
automobile,1,"body is a deep, glossy black"
automobile,1,body is typically lower and wider than a traditional car
automobile,1,body is typically made of metal
automobile,1,body is typically metal
automobile,1,bold color
automobile,1,brakes
automobile,1,brakes are used to stop the vehicle
automobile,1,bright silver color
automobile,1,"bright, metallic blue"
automobile,1,built for comfort and style
automobile,1,car color blue is very stylish
automobile,1,car typically has a steering wheel
automobile,1,chassis and a body
automobile,1,chrome accents
automobile,1,chrome accents and alloy wheels
automobile,1,chrome details on the bumpers and around the windows
automobile,1,chrome door handles
automobile,1,chrome exhaust tip
automobile,1,chrome grill
automobile,1,chrome rims
automobile,1,chromed exhaust pipes
automobile,1,classy
automobile,1,color blue is very popular for cars
automobile,1,color blue is very pretty on cars
automobile,1,color can vary depending on the make and model
automobile,1,color is absolutely perfect
automobile,1,color is absolutely stunning
automobile,1,color is bright and cheerful
automobile,1,color is brown
automobile,1,color is deep and rich
automobile,1,color is gray
automobile,1,color is green
automobile,1,color is light and airy
automobile,1,color is muted and subdued
automobile,1,color is perfect for a car that is sure to be noticed
automobile,1,color is perfect for a luxurious and expensive car
automobile,1,color is perfect for a luxury car
automobile,1,color is perfect for a show car
automobile,1,color is perfect for the car
automobile,1,color is pink
automobile,1,color is purple
automobile,1,color is red
automobile,1,color is similar to that of a blueberry
automobile,1,color is sleek and modern
automobile,1,color is so dark that it almost appears black
automobile,1,color is sure to make the car look its best
automobile,1,color is very beautiful and majestic
automobile,1,color is very bold and exciting
automobile,1,color is very bold and vibrant
automobile,1,color is very deep and calming
automobile,1,color is very powerful and commanding
automobile,1,color is very rich and vibrant
automobile,1,color is very sleek and classy
automobile,1,color is very sleek and elegant
automobile,1,color is very sleek and modern
automobile,1,color is very sophisticated and luxurious
automobile,1,color is very uniform
automobile,1,color is very unique
automobile,1,color is white
automobile,1,color is yellow
automobile,1,color makes a statement
automobile,1,color of a cloudless sky
automobile,1,color of a stormy sea
automobile,1,color of the object is black
automobile,1,color of the object is blue
automobile,1,color of the object is orange
automobile,1,color of the ocean on a clear day
automobile,1,color that would be perfect for a luxury car
automobile,1,come in many different colors
automobile,1,comfortable and enjoyable to drive
automobile,1,comfortable seat for the driver
automobile,1,comfortable seats and a variety of controls
automobile,1,complex machine
automobile,1,connect to wheels via a series of gears
automobile,1,connected to the tires by a system of gears
automobile,1,console
automobile,1,control direction of the car
automobile,1,control of car's speed and direction
automobile,1,cooling system
automobile,1,corner
automobile,1,covered in a sheet of metal
automobile,1,curved body and smooth lines
automobile,1,curves down to meet the grill
automobile,1,curves in at the sides
automobile,1,dark color
automobile,1,dashboards are often full of
automobile,1,deep and calming
automobile,1,deep blue color
automobile,1,deep blue color with a black interior
automobile,1,deep blue color with a silver trim
automobile,1,"deep, rich blue"
automobile,1,"deep, rich color"
automobile,1,design can vary greatly
automobile,1,designed for comfort
automobile,1,designed for speed and agility
automobile,1,designed for speed and efficiency
automobile,1,designed to protect the passengers inside
automobile,1,different in design
automobile,1,discreetly placed license plate
automobile,1,doors are located at the sides of the object
automobile,1,doors of the object are typically located on either side of the body
automobile,1,doors of the object open and close
automobile,1,driven on roads
automobile,1,each side has a door that opens and closes
automobile,1,easy to operate
automobile,1,electrical system
automobile,1,emits exhaust from the tailpipe
automobile,1,emits pollutants
automobile,1,encased in metal
automobile,1,engine and an exhaust system
automobile,1,engine that runs on gasoline or diesel
automobile,1,equipped with a variety of features
automobile,1,"equipped with headlights, taillights, and brake lights"
automobile,1,evolved over many years
automobile,1,excellent choice for anyone who is looking for a new car
automobile,1,exit through the rear bumper
automobile,1,extends up into a point at the front of the car
automobile,1,exterior is typically covered in sheet metal
automobile,1,exterior is usually brightly colored
automobile,1,extract concepts from sentence:
automobile,1,fast and powerful
automobile,1,five seats
automobile,1,five spoke alloy wheels and low-profile tires
automobile,1,flat and smooth
automobile,1,four doors
automobile,1,four doors and a sunroof
automobile,1,four doors and a trunk
automobile,1,"four doors, two on each side"
automobile,1,"four large, chrome wheels"
automobile,1,"four large, round headlights"
automobile,1,four people comfortably
automobile,1,four round headlights
automobile,1,four round headlights and a chromed grille
automobile,1,four round wheels
automobile,1,"four round, black objects called tires"
automobile,1,"four round, black tires"
automobile,1,"four round, cylindrical objects protruding from the bottom"
automobile,1,"four round, cylindrical wheels"
automobile,1,"four round, metal wheels"
automobile,1,"four round, smooth wheels"
automobile,1,"four round, thin wheels"
automobile,1,four rubber objects
automobile,1,four tires
automobile,1,four tires made of rubber
automobile,1,four wheels
automobile,1,four-door sedan with a sporty design
automobile,1,four-wheel drive
automobile,1,four-wheeled vehicle
automobile,1,frame designed to support the weight of the car and its passengers
automobile,1,front and back are both pointy
automobile,1,front and back are rounded
automobile,1,front and back are slightly curved
automobile,1,front and rear fenders are flared
automobile,1,front end is pointed
automobile,1,front grille and headlights
automobile,1,front has a grille
automobile,1,front has a grille and two headlights
automobile,1,front has a grille that is often adorned with the logo of the car company
automobile,1,front has a pointed nose
automobile,1,"front is slightly angled with a large, chrome grill"
automobile,1,front of the car is narrower than back
automobile,1,"front of the object has a long, pointed nose"
automobile,1,front of the object is higher than rear
automobile,1,front of the object is slightly curved
automobile,1,front of the rectangle
automobile,1,fuel system
automobile,1,gas pedal
automobile,1,get noticed when driving this car
automobile,1,glass object in the center
automobile,1,grille is typically wide and horizontal
automobile,1,grille is wide and open
automobile,1,has a gps system
automobile,1,has a rearview camera
automobile,1,has an engine
automobile,1,have a rubber tire that helps the car move smoothly
automobile,1,head-turner
automobile,1,headlights and taillights
automobile,1,headlights are bright and round
automobile,1,headlights are long and thin
automobile,1,headlights are often narrow and elongated
automobile,1,heated seats
automobile,1,helps to absorb bumps and shocks from the road
automobile,1,high speeds
automobile,1,hood of the car is rounded
automobile,1,huge tires
automobile,1,impressive looking
automobile,1,in excellent condition and is very clean
automobile,1,in excellent condition and looks like new
automobile,1,inflated with air to provide cushioning and traction
automobile,1,inside the metal box are two comfortable seats for the driver and passenger
automobile,1,interior is spacious
automobile,1,interior is typically upholstered in cloth
automobile,1,interior of the car is spacious and well-appointed
automobile,1,interior of the object typically has two or three rows of seats
automobile,1,internal combustion engine
automobile,1,large and curved
automobile,1,large and made of a shiny alloy
automobile,1,large and round
automobile,1,"large and slopes downward, giving the car a sleek look"
automobile,1,large and wrap-around
automobile,1,large chrome bumper
automobile,1,large grille
automobile,1,large metal machine with four wheels
automobile,1,large metal object
automobile,1,large metal rectangle on wheels
automobile,1,large vehicle
automobile,1,"large, metal object"
automobile,1,"large, metal vehicle"
automobile,1,led running lights and brake lights
automobile,1,light blue
automobile,1,light color
automobile,1,light in the room into itself
automobile,1,light up the road in front of the object at night
automobile,1,located above the cabin of the object
automobile,1,located at the corners
automobile,1,located at the front
automobile,1,located at the rear
automobile,1,located at the sides
automobile,1,located in the front
automobile,1,located in the front of the car
automobile,1,located in the rear
automobile,1,located in the rear of the vehicle
automobile,1,long
automobile,1,long and narrow
automobile,1,long and sleek
automobile,1,long and slender
automobile,1,long and thin
automobile,1,long body
automobile,1,long hood
automobile,1,long nose
automobile,1,"long, curved antenna"
automobile,1,"long, curved body"
automobile,1,"long, rectangular object"
automobile,1,"long, rectangular shape"
automobile,1,"long, sleek body"
automobile,1,"long, sleek body with sharp lines"
automobile,1,"long, sleek hood"
automobile,1,"long, sleek, and aerodynamic design"
automobile,1,"long, sweeping windshield"
automobile,1,"long, thin metal rods"
automobile,1,"long, thin strip of metal running along its length"
automobile,1,look good in the color blue
automobile,1,looks like a large metal box on wheels
automobile,1,looks like it has been freshly painted
automobile,1,looks like it is meant for luxury and speed
automobile,1,looks like it just came off the showroom floor
automobile,1,looks like it was bleached
automobile,1,looks like it was dipped in a vat of blue paint
automobile,1,looks like it would be a lot of fun to drive
automobile,1,looks like it would be really fun to drive
automobile,1,looks like it would be very comfortable to ride in
automobile,1,looks like it would be very fast
automobile,1,looks like it's from another world
automobile,1,looks very expensive
automobile,1,looks very expensive and luxurious
automobile,1,looks very powerful
automobile,1,low to the ground
automobile,1,low to the ground and really fast-looking
automobile,1,luxurious car
automobile,1,machine that is used for transportation
automobile,1,made of glass
automobile,1,made of metal
automobile,1,made of rubber
automobile,1,major contributor to air pollution
automobile,1,make the car stand out
automobile,1,making it aerodynamic
automobile,1,many buttons and levers on the inside of the metal box for the driver to use
automobile,1,"many cars also have a horn, which the driver can use to use to signal to"
automobile,1,many windows all around it
automobile,1,meant to be driven on roads
automobile,1,"medium-sized sedan with a sleek, black exterior"
automobile,1,metal frame is typically made of steel or aluminum
automobile,1,metallic sheen that reflects the light
automobile,1,mint condition
automobile,1,mode of transportation
automobile,1,"most cars have a steering wheel, gas pedal, and brake pedal for the driver to operate"
automobile,1,motor that uses gasoline to power it
automobile,1,moves using an engine
automobile,1,navigation system
automobile,1,no imperfections
automobile,1,now essential part of modern life
automobile,1,object has four doors
automobile,1,object has two side mirrors
automobile,1,on the back of the object there are two taillights and a license plate
automobile,1,on the outside of the car
automobile,1,one or more seats for passengers
automobile,1,one solid color
automobile,1,other features
automobile,1,overall appearance of the car is sporty and modern
automobile,1,overall look of the car is one of sophistication and luxury
automobile,1,owner's name and address on the side
automobile,1,paint job is so dark blue that it looks almost black
automobile,1,painted a glossy black
automobile,1,painted in a variety of colors
automobile,1,painted one solid color
automobile,1,pattern of the object is round
automobile,1,pattern of the object is that of a metal frame with four rubber-coated wheels
automobile,1,pedals for the driver to use to control the speed
automobile,1,people inside can see out
automobile,1,perfect for anyone looking for a sophisticated and luxurious car
automobile,1,popular mode of transportation
automobile,1,power windows
automobile,1,powered by a large engine which sits in the front of the vehicle
